company_name,market_cap,np_qtr,roce,debt_equity,eps_12m,promoter_holding,cmp_pcf,roe,pat_12m,opm,sales_growth_3y,profit_growth_3y,fii_holding,dii_holding,cap_category,sector,industry
L&T Technology,3129.8,33176.38,332.7,26.71,0.09,120.68,73.57,25.48,21.53,1351.33,17.6,11.12,5.84,3.86,Small Cap,Information Technology,Information Technology
Exato Technologies,358.0,360.34,4.35,26.66,0.24,15.99,54.73,-43.15,24.43,16.09,14.59,0.0,0.0,0.0,Micro Cap,Information Technology,Information Technology
Disa India,11944.0,1753.57,13.18,26.63,0.0,368.73,74.82,115.71,19.66,56.22,15.73,17.52,23.7,0.02,Mid Cap,Capital Goods,Capital Goods
Identixweb,65.35,68.24,2.51,26.63,0.0,5.12,62.99,-15.53,19.92,5.35,57.47,28.02,58.25,9.17,Micro Cap,Information Technology,Information Technology
Master Component,346.05,138.42,4.2,26.62,0.3,18.6,67.1,-28.64,22.45,7.44,16.54,53.19,63.25,0.0,Micro Cap,Capital Goods,Capital Goods
Sodhani Academy,162.0,92.26,1.43,26.62,0.0,6.09,73.58,54.21,22.37,3.47,55.07,38.29,48.48,0.0,Micro Cap,Consumer Services,Consumer Services
Neuland Labs.,18088.0,23236.97,212.67,26.59,0.16,283.71,32.64,383.05,21.42,364.0,28.4,19.31,30.39,20.46,Mid Cap,Healthcare,Healthcare
Toss The Coin,245.2,46.34,1.27,26.55,0.0,14.29,58.67,325.03,19.88,2.7,24.49,45.42,14.9,0.0,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Ashoka Buildcon,132.18,3717.13,146.8,26.52,0.24,90.84,54.48,4.08,15.34,804.87,24.97,-2.45,35.09,5.9,Micro Cap,Construction,Construction
Blue Jet Health,516.3,8970.48,64.34,26.5,0.03,14.29,79.81,180.87,19.88,247.82,31.05,9.53,15.83,0.89,Micro Cap,Healthcare,Healthcare
Harish Textile,65.84,21.96,1.85,26.48,2.09,16.61,48.15,2.84,47.49,5.54,9.17,5.95,232.09,0.0,Micro Cap,Textiles,Textiles
Austere Sys.,43.5,45.58,2.87,26.47,0.0,4.81,66.98,29.53,19.66,5.04,28.22,13.22,40.69,0.0,Micro Cap,Information Technology,Information Technology
Narmada Macplast,23.2,84.05,0.45,26.46,0.0,0.46,5.58,-585.93,19.63,1.68,17.05,9.93,451.78,0.0,Micro Cap,Chemicals,Chemicals
POCL Enterprises,167.4,515.02,12.8,26.4,0.69,13.48,40.28,0.0,28.5,41.67,5.05,0.0,0.0,0.24,Micro Cap,Information Technology,Information Technology
Shreeji Ship. Gl,480.85,7849.42,40.32,26.35,0.36,9.37,90.0,129.76,27.46,152.7,30.07,-4.99,9.5,0.22,Micro Cap,Services,Services
Asian Paints,2656.9,254786.65,1185.49,26.34,0.18,45.09,52.63,64.68,21.79,4442.36,18.83,1.05,2.43,12.11,Small Cap,Chemicals,Chemicals
KPIT Technologi.,712.2,19557.44,162.97,26.31,0.24,23.25,39.42,18.5,20.97,676.62,18.9,24.25,21.15,13.25,Micro Cap,Information Technology,Information Technology
CARE Ratings,1672.2,5029.39,53.44,26.3,0.03,56.97,0.0,45.84,19.69,171.18,41.73,19.25,27.02,23.25,Small Cap,Financial Services,Financial Services
Tanla Platforms,530.35,7034.04,134.32,26.22,0.02,38.39,46.17,14.8,21.41,509.15,16.38,9.61,4.36,7.6,Micro Cap,Information Technology,Information Technology
Krishanveer Forg,158.05,172.91,5.75,26.21,0.0,10.4,72.47,93.46,19.8,9.29,13.57,3.48,78.26,0.0,Micro Cap,Capital Goods,Capital Goods
Dynamic Cables,369.6,1791.98,24.17,26.21,0.09,17.43,68.18,327.71,19.92,82.76,10.82,21.45,38.87,0.9,Micro Cap,Capital Goods,Capital Goods
My Mudra Fin.,76.0,86.58,6.63,26.18,0.17,10.53,57.89,-18.96,20.2,12.0,15.83,29.88,51.22,1.08,Micro Cap,Financial Services,Financial Services
C2C Advanced,398.35,675.94,23.66,26.17,0.22,25.7,36.98,-11.04,21.05,42.77,41.44,590.26,141.69,3.18,Micro Cap,Information Technology,Information Technology
RPG LifeScience.,2278.4,3773.3,29.9,26.16,0.03,69.64,72.95,63.87,19.77,112.26,20.8,11.33,18.07,0.87,Small Cap,Healthcare,Healthcare
Royal Sense,99.0,52.96,3.1,26.15,0.32,13.36,62.24,-8.99,20.96,7.15,10.6,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
SK Minerals & Additives,380.3,465.49,11.11,26.15,1.25,14.8,73.53,-12.82,34.78,18.12,10.11,33.96,122.28,1.37,Micro Cap,Chemicals,Chemicals
Saint-Gob. Sekur,132.85,1210.4,13.11,26.06,0.01,5.03,75.0,44.86,19.96,45.8,21.31,9.26,24.09,0.0,Micro Cap,Capital Goods,Capital Goods
Amal,563.9,697.13,1.9,26.05,0.0,18.1,71.35,28.49,20.39,22.38,14.88,57.51,50.18,0.0,Micro Cap,Chemicals,Chemicals
KMC Speciality,137.15,2236.92,14.63,26.04,0.4,2.87,75.0,344.85,24.94,46.73,28.75,25.21,20.42,0.0,Micro Cap,Healthcare,Healthcare
Star Imaging,93.43,162.75,9.23,26.04,0.18,11.07,71.92,34.13,23.62,19.28,37.46,14.81,221.53,0.61,Micro Cap,Healthcare,Healthcare
Chatterbox Tech,57.75,81.68,4.5,25.98,0.0,6.5,60.39,-20.74,19.23,9.2,16.15,28.27,92.99,2.43,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Slone Infosys.,146.6,77.25,4.41,25.97,0.2,17.1,73.33,-14.41,20.76,9.01,6.92,99.8,129.03,0.0,Micro Cap,Information Technology,Information Technology
Sri Priyanka Geo,0.0,344.22,0.0,25.95,1.11,33.14,0.0,0.0,36.95,9.8,6.03,0.0,0.0,0.0,Micro Cap,Textiles,Textiles
Avanti Feeds,934.9,12768.12,138.86,25.93,0.0,44.48,43.23,38.46,20.17,613.88,12.33,6.04,31.79,7.63,Micro Cap,Agriculture,Agriculture
Pricol Ltd,583.25,7108.14,73.23,25.93,0.3,20.58,38.51,102.6,22.09,250.8,11.62,27.3,28.89,15.61,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Timescan Logist.,39.95,27.92,4.45,25.91,0.24,9.06,72.94,-83.9,21.53,6.33,3.46,13.21,19.39,0.0,Micro Cap,Services,Services
Airfloa Rail,324.1,776.87,27.07,25.87,0.29,16.33,54.2,-29.62,22.68,39.15,20.11,49.75,197.29,0.09,Micro Cap,Capital Goods,Capital Goods
Titan Company,4277.2,379869.95,1179.0,25.8,0.93,57.14,52.9,241.05,37.68,5148.16,9.54,29.24,16.54,15.65,Small Cap,Consumer Durables,Consumer Durables
MKP Mobility,104.5,35.64,0.39,25.8,0.02,5.13,68.47,-159.09,23.47,1.75,3.06,0.0,0.0,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Newgen Software,468.25,6674.44,106.3,25.76,0.02,21.12,53.52,29.32,20.15,331.84,25.77,17.36,23.59,14.48,Micro Cap,Information Technology,Information Technology
De Neers Tools,192.25,170.07,16.49,25.76,0.77,29.33,47.54,0.0,32.32,25.24,21.76,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
Sharpline Broadc,10.18,29.15,4.48,25.74,0.46,2.74,29.68,-2.31,23.11,7.91,11.58,0.0,0.0,0.15,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Grameva,100.25,48.11,2.63,25.7,0.89,6.29,33.25,-9.82,31.12,3.02,5.58,50.1,160.93,0.0,Micro Cap,Power,Power
B P C L,300.8,130460.13,5624.54,25.69,0.54,59.57,52.98,5.87,28.8,26145.21,9.05,-1.28,98.49,19.57,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Dhabriya Poly.,394.65,427.18,8.32,25.64,0.59,27.85,67.75,-583.87,26.27,30.14,20.64,15.61,52.55,1.51,Micro Cap,Chemicals,Chemicals
Shreeji Global,157.6,358.7,8.81,25.62,0.34,8.75,70.13,-15.22,24.65,19.92,3.53,17.93,113.39,6.76,Micro Cap,Services,Services
Encompass Design,239.85,340.19,7.97,25.62,0.16,9.18,58.94,-28.67,22.77,13.02,30.46,46.6,129.53,7.12,Micro Cap,Information Technology,Information Technology
Palco Metals Ltd,131.05,52.42,3.04,25.6,1.52,15.95,68.18,4.57,43.05,6.38,4.11,22.45,65.79,0.0,Micro Cap,Capital Goods,Capital Goods
Centum Electron,3680.2,5432.52,1.64,25.58,0.36,-35.15,46.88,115.69,26.91,100.71,14.22,1.06,117.26,2.37,Small Cap,Capital Goods,Capital Goods
Vistar Amar,202.25,116.49,2.25,25.53,0.01,16.23,65.65,-14.51,18.86,9.35,10.2,35.17,43.41,0.0,Micro Cap,Capital Goods,Capital Goods
Chambal Fert.,474.25,19009.04,169.24,25.51,0.1,48.76,61.25,20.45,20.42,1953.39,12.88,-9.2,24.79,15.1,Micro Cap,Chemicals,Chemicals
Shanthi Gears,440.45,3372.07,16.27,25.5,0.0,9.99,70.47,99.06,19.02,80.17,20.03,5.19,6.22,3.13,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Saksoft,183.77,2434.37,35.93,25.5,0.06,10.05,66.72,18.79,19.58,136.88,18.57,14.81,18.65,2.4,Micro Cap,Information Technology,Information Technology
Vashishtha Lux.,60.01,14.14,0.83,25.5,0.02,7.89,66.09,-24.83,19.11,1.86,14.7,32.67,20.62,0.0,Micro Cap,Textiles,Textiles
Thangamayil Jew.,5875.1,18242.24,142.66,25.49,0.64,113.14,61.61,910.24,28.07,353.43,6.8,39.26,64.26,4.37,Small Cap,Consumer Durables,Consumer Durables
Menon Bearings,161.93,910.84,13.78,25.49,0.25,6.83,68.44,164.77,22.24,38.25,20.01,10.23,5.44,0.21,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
ASK Automotive,460.6,9078.44,71.54,25.49,0.52,15.08,74.95,-223.81,25.26,297.32,12.71,17.79,34.33,9.29,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Jain Resource,343.9,11855.63,66.03,25.49,0.82,10.07,73.59,-49.03,30.8,352.22,5.85,46.04,56.71,3.02,Micro Cap,Metals and Mining,Metals and Mining
3B Blackbio,1173.8,1005.35,9.81,25.48,0.01,68.27,40.94,31.59,19.77,58.59,40.01,31.9,31.21,2.57,Small Cap,Healthcare,Healthcare
G M Polyplast,68.9,92.73,4.77,25.46,0.04,6.14,73.54,38.7,19.08,8.27,12.21,7.78,18.9,1.27,Micro Cap,Capital Goods,Capital Goods
J B Chemicals &,2303.2,36984.0,101.37,25.45,0.0,44.19,48.8,57.02,18.93,718.49,26.7,9.61,20.87,16.33,Small Cap,Chemicals,Chemicals
Automotive Stamp,508.45,806.79,13.28,25.39,3.44,17.45,75.0,48.99,128.14,28.76,6.57,2.45,51.51,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Marsons,111.7,1911.98,22.58,25.39,0.0,2.69,53.65,-139.57,27.23,46.3,17.26,277.36,159.55,0.12,Micro Cap,Capital Goods,Capital Goods
Fonebox Retail,72.5,74.39,4.53,25.33,0.0,6.63,73.41,14.6,17.94,6.8,2.02,39.7,61.98,4.92,Micro Cap,Consumer Services,Consumer Services
Borosil Renew.,605.15,8485.11,169.12,25.31,0.11,9.21,58.77,363.14,26.1,327.37,28.31,20.41,68.72,4.27,Micro Cap,Metals and Mining,Metals and Mining
Ameya Precision,106.0,79.5,2.71,25.31,0.01,7.45,72.45,42.06,18.5,5.59,18.94,12.23,44.83,0.0,Micro Cap,Capital Goods,Capital Goods
Speciality Medi.,199.25,175.06,8.18,25.31,0.09,14.83,43.43,-42.01,25.65,13.03,18.17,47.97,97.55,0.24,Micro Cap,Healthcare,Healthcare
NILE,1714.8,512.84,13.68,25.28,0.04,184.08,50.39,26.95,19.03,55.26,7.46,8.87,34.84,0.16,Small Cap,Chemicals,Chemicals
Vimta Labs,584.2,2611.55,21.11,25.23,0.01,17.35,35.85,152.8,18.87,78.84,34.79,8.93,18.71,4.89,Micro Cap,Healthcare,Healthcare
SMT Engineering,419.0,757.13,12.06,25.22,0.68,12.77,67.44,-19.13,25.17,23.08,24.96,582.65,338.7,0.0,Micro Cap,Capital Goods,Capital Goods
True Colors,169.4,417.65,16.44,25.22,0.25,12.64,68.89,-12.51,25.69,31.16,15.46,55.21,99.57,0.77,Micro Cap,Capital Goods,Capital Goods
Rajputana Stain.,128.62,1076.19,13.1,25.22,0.19,5.96,57.03,82.59,19.34,49.82,9.13,1.9,29.0,4.3,Micro Cap,Metals and Mining,Metals and Mining
Nirlon,619.7,5504.66,70.59,30.77,2.45,38.39,67.67,13.53,83.82,345.98,77.89,5.33,20.84,15.78,Micro Cap,Realty,Realty
SSMD Agrotech,84.05,55.51,5.53,30.73,0.04,6.39,87.84,-18.76,23.48,5.5,7.4,0.0,0.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Sri Ramakr. Mill,53.55,38.12,30.2,30.72,0.72,38.56,84.01,17.33,54.62,19.67,25.39,35.39,231.49,0.0,Micro Cap,Textiles,Textiles
International Gemological Institute,350.33,15149.08,174.23,30.72,0.01,13.48,78.55,43.86,23.22,592.34,72.48,24.08,30.84,8.8,Micro Cap,Financial Services,Financial Services
Shri Gang Indus,69.55,147.71,1.96,30.71,0.97,9.31,38.47,6.57,61.34,18.61,9.89,38.16,12.24,0.0,Micro Cap,Chemicals,Chemicals
Concord Control,2750.15,2855.59,24.88,30.64,0.26,40.83,65.57,-128.7,25.84,42.4,28.16,62.25,98.15,0.05,Small Cap,Capital Goods,Capital Goods
Engineers India,244.47,13744.07,195.53,30.63,0.01,12.3,51.32,81.1,23.79,691.59,17.72,5.88,9.88,9.88,Micro Cap,Capital Goods,Capital Goods
Bajaj Consumer,587.15,7799.2,53.6,30.6,0.02,14.58,42.97,69.89,25.31,190.18,18.97,6.82,11.1,16.58,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
HCL Technologies,1102.4,298950.74,4490.0,30.6,0.07,61.33,60.86,14.67,23.98,17361.84,20.56,8.65,5.83,15.51,Small Cap,Information Technology,Information Technology
Sonata Software,275.2,7717.3,130.5,30.58,0.38,16.56,28.17,18.05,28.16,508.39,6.93,12.83,3.99,8.74,Micro Cap,Information Technology,Information Technology
Vikram Solar,186.68,6758.23,110.42,30.53,0.2,12.98,63.01,144.21,21.52,474.5,19.09,32.31,214.05,2.94,Micro Cap,Power,Power
Eicher Motors,7426.03,203044.55,1519.95,30.52,0.02,201.06,49.06,65.06,23.96,5558.29,24.71,17.48,24.02,26.77,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Sanghvi Brands,12.12,12.62,0.47,30.51,0.0,1.52,53.47,12.8,25.0,1.58,11.53,20.64,109.4,0.0,Micro Cap,Consumer Services,Consumer Services
KFin Technolog.,869.3,15019.61,81.15,30.48,0.03,19.92,22.86,58.03,22.9,352.76,40.64,21.81,26.26,26.26,Micro Cap,Financial Services,Financial Services
Arrow Greentech,594.15,897.6,7.44,30.45,0.01,31.38,64.83,24.99,22.41,47.35,32.21,22.61,56.81,0.06,Micro Cap,Chemicals,Chemicals
Anthem Bioscienc,775.0,43679.16,189.76,30.45,0.02,10.54,74.68,206.37,22.34,609.04,39.25,26.2,20.93,1.28,Micro Cap,Healthcare,Healthcare
Fluidomat,827.8,408.11,10.27,30.39,0.0,40.71,53.45,48.75,22.69,20.06,33.01,16.82,27.76,0.58,Micro Cap,Capital Goods,Capital Goods
Sharda Cropchem,880.4,7940.75,318.72,30.37,0.0,75.47,74.82,54.36,24.16,650.86,20.43,9.2,27.39,4.8,Micro Cap,Agriculture,Agriculture
Pushpa Jewellers,98.7,241.51,14.86,30.37,0.12,10.69,72.56,-11.98,25.24,26.83,8.14,36.14,48.7,1.51,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Kirl.Pneumatic,1905.7,12405.18,144.0,30.36,0.0,39.78,38.81,89.88,22.92,258.97,20.49,12.38,36.29,9.56,Small Cap,Capital Goods,Capital Goods
GTV Engineering,78.75,400.06,3.11,30.36,0.12,3.03,57.88,334.3,26.27,14.22,18.09,1.95,87.13,0.0,Micro Cap,Capital Goods,Capital Goods
Alloigi Tech,801.7,1222.27,28.88,30.34,0.68,53.96,73.39,12.59,34.72,88.62,27.08,15.31,23.82,1.35,Micro Cap,Information Technology,Information Technology
Lupin,2409.3,110224.53,1468.67,30.32,0.29,116.65,46.86,34.4,29.08,5764.93,31.53,18.88,141.27,21.7,Small Cap,Healthcare,Healthcare
Foos (India),131.14,790.33,15.74,30.32,0.03,8.6,67.79,18.4,23.66,57.58,11.62,24.58,11.53,1.78,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Raghav Product.,1159.1,5329.64,15.16,30.3,0.02,11.94,62.91,263.47,24.27,53.17,29.26,23.22,28.33,0.36,Small Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
MSTC,690.85,4867.35,77.22,30.27,0.16,31.03,64.75,-71.36,26.6,218.43,59.36,-19.96,-3.32,3.93,Micro Cap,Financial Services,Financial Services
Manoj Jewellers,37.0,33.24,3.37,30.19,0.45,10.04,85.28,-4.56,33.79,8.02,11.96,0.0,103.23,0.0,Micro Cap,Consumer Durables,Consumer Durables
Shelly Engineer.,2896.8,13323.9,48.69,30.17,0.27,35.1,43.4,802.92,28.18,181.32,27.89,15.38,75.2,16.73,Small Cap,Capital Goods,Capital Goods
Manas Polymers,45.1,35.07,4.09,30.17,0.54,10.96,82.62,-3.76,35.79,8.52,24.09,0.0,0.0,0.0,Micro Cap,Chemicals,Chemicals
Desco Infra.,222.2,170.56,10.21,30.15,0.2,21.34,58.31,-15.06,25.25,16.38,19.86,59.52,137.03,0.0,Micro Cap,Construction,Construction
Hexaware Tech.,519.4,31755.43,351.6,30.07,0.11,22.85,74.3,21.42,24.85,1466.37,14.13,13.44,18.05,4.2,Micro Cap,Information Technology,Information Technology
Matrix Geo Sol.,65.3,85.22,6.05,30.04,0.03,8.9,87.26,-26.46,23.02,10.08,33.04,65.73,109.76,0.44,Micro Cap,Information Technology,Information Technology
Shine Fashions,23.8,84.42,-2.28,30.03,0.64,1.09,87.47,-0.99,34.34,8.44,11.59,68.17,120.54,0.0,Micro Cap,Textiles,Textiles
Tata Elxsi,3980.4,24799.95,220.35,30.0,0.05,100.88,43.9,35.98,23.58,695.9,22.58,6.11,2.77,11.08,Small Cap,Information Technology,Information Technology
SKM Egg Prod.,304.05,1607.89,32.79,30.0,0.36,19.7,57.47,40.36,29.71,103.75,21.31,5.09,11.0,0.49,Micro Cap,Agriculture,Agriculture
Eco Recyc.,428.05,826.0,7.14,29.97,0.05,11.98,73.35,684.64,23.29,23.12,59.59,35.52,78.14,0.43,Micro Cap,Services,Services
Aptus Pharma,231.0,388.16,2.07,29.97,0.31,2.69,72.89,-85.08,30.47,4.62,18.0,48.63,169.71,0.0,Micro Cap,Healthcare,Healthcare
Univastu India,90.4,325.32,10.34,29.96,0.32,8.48,87.46,91.87,25.42,23.31,18.41,40.82,52.06,0.0,Micro Cap,Realty,Realty
ABB,7128.0,151025.62,1783.65,29.93,0.01,140.5,75.0,138.72,22.39,1523.25,14.13,15.51,29.76,8.19,Small Cap,Capital Goods,Capital Goods
Goldline Pharmaceutical,43.06,41.34,2.75,29.9,0.64,5.97,57.29,17.59,36.14,4.12,22.24,16.5,119.42,5.16,Micro Cap,Healthcare,Healthcare
ITDC,588.5,5044.15,28.27,29.89,0.0,9.64,87.03,153.21,21.14,83.15,17.15,4.76,12.16,0.02,Micro Cap,Consumer Services,Consumer Services
Vruddhi Engineer,216.0,54.51,2.02,29.89,0.55,12.2,72.05,-42.97,30.83,3.08,12.63,50.14,50.14,0.0,Micro Cap,Capital Goods,Capital Goods
Jainik Power,158.35,227.19,7.65,29.88,0.07,9.77,87.36,-18.0,25.57,14.02,4.96,80.08,384.38,0.17,Micro Cap,Power,Power
Benares Hotels,10334.45,1343.48,15.35,29.83,0.02,332.62,62.58,94.83,22.51,43.38,42.89,14.24,22.86,0.02,Mid Cap,Consumer Services,Consumer Services
Positron Energy,183.95,139.81,15.04,29.76,0.05,25.37,72.2,13.46,22.61,20.04,5.05,104.85,110.45,0.92,Micro Cap,Power,Power
Taurian MPS,299.5,266.05,12.54,29.74,0.28,18.25,53.8,-16.36,26.73,16.21,24.94,109.33,291.57,0.0,Micro Cap,Capital Goods,Capital Goods
Dynacons Sys.,1320.5,1682.66,19.13,29.73,0.75,65.56,60.89,73.85,31.05,84.78,10.25,20.95,36.44,0.37,Small Cap,Information Technology,Information Technology
Captain Techno.,220.0,510.84,5.73,29.73,0.38,5.0,64.69,-315.06,25.1,11.62,13.41,30.02,58.47,0.0,Micro Cap,Capital Goods,Capital Goods
Auto Corp of Goa,2256.15,1373.69,21.32,29.67,0.03,114.79,48.98,27.97,25.73,72.33,9.18,22.64,41.41,0.01,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Yuvraaj Hygiene,7.75,70.28,0.88,29.57,2.72,0.37,52.86,-42.26,115.73,3.31,14.56,25.97,58.75,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Schneider Elect.,1453.6,34765.99,21.97,29.63,0.71,8.89,75.0,167.42,35.61,222.87,12.83,17.6,27.13,3.18,Small Cap,Capital Goods,Capital Goods
ANB Metal,437.7,518.01,12.97,29.63,0.48,18.13,71.65,-27.29,32.44,21.46,14.41,38.77,126.37,2.71,Micro Cap,Metals and Mining,Metals and Mining
Raymond Realty,623.95,4173.58,181.12,29.61,0.85,45.75,50.71,-0.56,38.31,293.21,14.95,0.0,7.62,3.82,Micro Cap,Realty,Realty
Aditya Infotech,3714.0,43774.6,189.13,29.61,0.1,31.24,74.74,-430.11,25.42,387.98,13.41,22.71,48.45,5.72,Small Cap,Information Technology,Information Technology
Ravelcare,118.05,80.97,1.95,29.61,0.0,7.51,72.94,-17.09,21.57,5.15,26.2,97.85,109.51,2.57,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
PAN HR Solution,56.86,41.0,4.32,29.61,0.0,10.4,62.9,44.34,26.95,7.5,3.33,-2.89,25.0,2.35,Micro Cap,Services,Services
LTIM,3808.1,108424.83,1307.3,29.6,0.1,188.25,60.52,28.58,23.13,5404.37,17.96,9.43,7.03,6.63,Small Cap,Information Technology,Information Technology
Sita Enterprises,143.5,43.05,-0.11,29.59,0.0,15.07,71.76,-30.03,25.4,4.52,85.11,100.86,119.06,0.0,Micro Cap,Information Technology,Information Technology
Modi's Navnirman,337.55,661.31,4.41,29.57,0.04,14.89,63.79,-36.71,23.56,29.18,18.53,64.87,71.75,8.82,Micro Cap,Construction,Construction
Emami,408.55,17828.72,143.17,29.56,0.06,17.76,54.84,22.55,27.92,784.35,25.39,3.53,7.5,8.57,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Exhicon Events,431.55,637.25,23.13,29.49,0.1,27.56,49.32,-36.98,26.12,40.7,27.08,51.03,64.64,0.0,Micro Cap,Consumer Services,Consumer Services
Harshdeep Horti,85.01,136.82,6.82,29.46,0.06,7.76,72.96,-13.08,23.32,12.52,20.73,0.0,0.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Safety Controls,80.87,159.95,6.89,29.46,0.84,10.43,48.4,-14.12,28.57,14.42,22.58,34.7,101.22,0.0,Micro Cap,Construction,Construction
Fiem Industries,2244.6,5902.42,71.03,29.41,0.05,97.11,54.52,62.15,22.69,255.56,14.06,15.07,22.29,6.06,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Marc Technocrats,91.85,158.68,4.81,29.41,0.0,6.1,73.55,64.8,21.75,10.56,19.27,51.23,58.74,3.28,Micro Cap,Information Technology,Information Technology
Snohea Organics,44.0,44.79,4.81,29.4,0.07,7.92,73.58,-11.72,24.23,8.06,23.75,53.5,42.59,0.12,Micro Cap,Chemicals,Chemicals
Kamdhenu,28.36,813.17,17.43,29.39,0.02,2.78,49.03,11.56,21.99,78.35,13.21,1.41,24.15,1.88,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
L. T. Elevator,264.4,506.67,10.57,29.36,0.21,8.88,62.92,279.44,24.67,17.02,23.54,47.94,149.19,0.0,Micro Cap,Capital Goods,Capital Goods
RLS Internet,255.25,10525.82,188.9,29.34,0.17,16.66,70.39,18.33,32.74,686.7,27.31,25.52,50.2,6.14,Micro Cap,Information Technology,Information Technology
Astrazeneca Phar,8058.0,20145.07,44.88,29.27,0.13,75.01,75.0,953.84,23.3,191.42,11.51,31.4,14.88,2.78,Small Cap,Healthcare,Healthcare
Gaudium IVF,110.8,806.7,8.36,29.27,0.16,3.36,71.29,432.12,24.66,24.49,36.12,33.12,21.9,6.7,Micro Cap,Healthcare,Healthcare
Effwa Infra,363.5,841.4,18.47,29.26,0.31,12.35,73.03,1032.4,26.21,28.62,16.62,30.08,77.36,0.13,Micro Cap,Construction,Construction
Surajkhack Incs,323.25,1002.29,12.1,29.25,0.26,11.28,69.66,-27.32,25.55,34.96,9.66,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
Global Education,104.78,533.35,7.74,29.19,0.0,4.85,72.73,35.71,21.75,24.7,38.15,12.83,2.87,0.4,Micro Cap,Consumer Services,Consumer Services
Transrail Light,518.1,6952.41,96.5,29.18,0.3,30.06,71.12,30.26,19.99,415.97,11.91,29.72,56.27,2.17,Micro Cap,Capital Goods,Capital Goods
Seemax Resources,0.0,62.04,0.0,29.18,1.69,7.47,0.0,48.7,0.0,2.24,34.26,0.0,0.0,0.0,Micro Cap,Metals and Mining,Metals and Mining
InfoBeans Tech.,156.7,1531.53,21.44,29.16,0.04,8.94,72.83,28.97,23.24,85.66,21.83,10.05,33.97,0.45,Micro Cap,Information Technology,Information Technology
Smari Spices &,0.0,228.81,8.04,29.16,0.48,18.87,58.29,-14.59,24.28,16.17,17.28,68.66,73.61,0.2,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Bayer Crop Sci.,4066.5,18279.05,182.1,29.14,0.03,153.35,71.43,23.7,20.7,889.2,15.4,3.36,0.53,3.89,Small Cap,Agriculture,Agriculture
Macpower CNC,1317.95,1318.5,10.15,29.11,0.0,33.86,73.17,7321.94,21.3,33.87,16.18,18.17,38.03,1.11,Small Cap,Capital Goods,Capital Goods
Umiya Buildcon,90.68,169.04,0.63,29.1,1.11,21.49,65.02,25.13,42.3,40.16,35.87,29.47,133.02,0.0,Micro Cap,Construction,Construction
Sugs Lloyd,123.65,287.04,18.88,29.04,0.5,12.36,70.29,-9.56,32.89,10.08,14.4,103.3,133.87,1.02,Micro Cap,Capital Goods,Capital Goods
Hitachi Energy,34875.0,155830.64,330.46,29.02,0.02,221.63,71.31,208.68,21.08,1027.06,15.37,22.17,121.7,11.6,Mid Cap,Capital Goods,Capital Goods
Silver Touch,178.33,2266.19,13.22,28.93,0.19,2.82,74.62,-351.12,23.56,35.73,18.38,28.26,53.91,1.14,Micro Cap,Information Technology,Information Technology
Accretion Pha.,155.35,172.69,4.92,28.89,0.23,8.7,73.52,-14.37,27.63,9.67,16.68,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
CDG Petchem,236.3,218.23,5.32,28.84,0.41,4.78,73.75,-9.1,17.18,4.41,22.38,13.77,155.61,0.0,Micro Cap,Chemicals,Chemicals
Utsav C2 Gold,427.45,1032.21,28.64,28.82,0.84,24.46,70.3,-21.38,36.38,59.06,7.88,69.25,112.1,0.38,Micro Cap,Consumer Durables,Consumer Durables
Camaro India,550.4,3129.84,41.02,28.67,0.25,22.51,88.77,57.2,25.71,134.59,8.52,9.72,42.84,3.01,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
