company_name,symbol,revenue_cagr,pat_growth,eps_growth,roce,cash_flow,promoter_holding
Plaza Wires Limited,PLAZACABLE,,,,,,
Paul Merchants Limited,PML,,,,,,
Punjab National Bank,PNB,,,,,,
PNB Gilts Limited,PNBGILTS,,,,,,
PNB Housing Finance Limited,PNBHOUSING,,,,,,
Pritish Nandy Communications Limited,PNC,,,,,,
PNC Infratech Limited,PNCINFRA,,,,,,
P N Gadgil Jewellers Limited,PNGJL,,,,,,
PNGS Reva Diamond Jewellery Limited,PNGSREVA,,,,,,
Pondy Oxides & Chemicals Limited,POCL,,,,,,
Poddar Pigments Limited,PODDARMENT,,,,,,
Pokarna Limited,POKARNA,,,,,,
PB Fintech Limited,POLICYBZR,,,,,,
Polycab India Limited,POLYCAB,,,,,,
Poly Medicure Limited,POLYMED,,,,,,
Polyplex Corporation Limited,POLYPLEX,,,,,,
Ponni Sugars (Erode) Limited,PONNIERODE,,,,,,
Poonawalla Fincorp Limited,POONAWALLA,,,,,,
Power Grid Corporation of India Limited,POWERGRID,,,,,,
Powerica Limited,POWERICA,,,,,,
Hitachi Energy India Limited,POWERINDIA,,,,,,
Power Mech Projects Limited,POWERMECH,,,,,,
PPAP Automotive Limited,PPAP,,,,,,
Prakash Pipes Limited,PPL,,,,,,
Piramal Pharma Limited,PPLPHARMA,,,,,,
Prabha Energy Limited,PRABHA,,,,,,
Pradeep Metals Limited,PRADPME,,,,,,
Prajay Engineers Syndicate Limited,PRAENG,,,,,,
Praj Industries Limited,PRAJIND,,,,,,
Prakash Industries Limited,PRAKASH,,,,,,
Prakash Steelage Limited,PRAKASHSTL,,,,,,
Praveg Limited,PRAVEG,,,,,,
Praxis Home Retail Limited,PRAXIS,,,,,,
Precision Camshafts Limited,PRECAM,,,,,,
Precot Limited,PRECOT,,,,,,
Precision Wires India Limited,PRECWIRE,,,,,,
Premco Global Limited,PREMCO,,,,,,
Premier Explosives Limited,PREMEXPLN,,,,,,
Premier Limited,PREMIER,,,,,,
Premier Energies Limited,PREMIERENE,,,,,,
Premier Polyfilm Limited,PREMIERPOL,,,,,,
Prestige Estates Projects Limited,PRESTIGE,,,,,,
Pricol Limited,PRICOLLTD,,,,,,
Prime Securities Limited,PRIMESECU,,,,,,
Primo Chemicals Limited,PRIMO,,,,,,
Prince Pipes And Fittings Limited,PRINCEPIPE,,,,,,
Priti International Limited,PRITI,,,,,,
Pritika Auto Industries Limited,PRITIKAUTO,,,,,,
Privi Speciality Chemicals Limited,PRIVISCL,,,,,,
Prostarm Info Systems Limited,PROSTARM,,,,,,
Protean eGov Technologies Limited,PROTEAN,,,,,,
Prozone Realty Limited,PROZONER,,,,,,
Prism Johnson Limited,PRSMJOHNSN,,,,,,
Prudent Corporate Advisory Services Limited,PRUDENT,,,,,,
Prudential Sugar Corporation Limited,PRUDMOULI,,,,,,
Punjab & Sind Bank,PSB,,,,,,
PSP Projects Limited,PSPPROJECT,,,,,,
PTC India Limited,PTC,,,,,,
PTC Industries Limited,PTCIL,,,,,,
PTL Enterprises Limited,PTL,,,,,,
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,,,,,,
Puravankara Limited,PURVA,,,,,,
PVP Ventures Limited,PVP,,,,,,
PVR INOX Limited,PVRINOX,,,,,,
Popular Vehicles and Services Limited,PVSL,,,,,,
Physicswallah Limited,PWL,,,,,,
Pyramid Technoplast Limited,PYRAMID,,,,,,
QMS Medical Allied Services Limited,QMSMEDI,,,,,,
Quality Power Electrical Equipments Limited,QPOWER,,,,,,
Quadrant Future Tek Limited,QUADFUTURE,,,,,,
Quess Corp Limited,QUESS,,,,,,
Quick Heal Technologies Limited,QUICKHEAL,,,,,,
Quint Digital Limited,QUINT,,,,,,
Race Eco Chain Limited,RACE,,,,,,
RACL Geartech Limited,RACLGEAR,,,,,,
Radaan Mediaworks India Limited,RADAAN,,,,,,
Radhika Jeweltech Limited,RADHIKAJWE,,,,,,
Radiant Cash Management Services Limited,RADIANTCMS,,,,,,
Radico Khaitan Limited,RADICO,,,,,,
Music Broadcast Limited,RADIOCITY,,,,,,
Railtel Corporation Of India Limited,RAILTEL,,,,,,
Rain Industries Limited,RAIN,,,,,,
Rainbow Childrens Medicare Limited,RAINBOW,,,,,,
Rajesh Exports Limited,RAJESHEXPO,,,,,,
Rajnandini Metal Limited,RAJMET,,,,,,
Rajoo Engineers Limited,RAJOOENG,,,,,,
Rajapalayam Mills Limited,RAJPALAYAM,,,,,,
Rajratan Global Wire Limited,RAJRATAN,,,,,,
Raj Rayon Industries Limited,RAJRILTD,,,,,,
Rajshree Sugars & Chemicals Limited,RAJSREESUG,,,,,,
Raj Television Network Limited,RAJTV,,,,,,
Rallis India Limited,RALLIS,,,,,,
Shree Rama Newsprint Limited,RAMANEWS,,,,,,
Rama Phosphates Limited,RAMAPHO,,,,,,
Rama Steel Tubes Limited,RAMASTEEL,,,,,,
The Ramco Cements Limited,RAMCOCEM,,,,,,
Ramco Industries Limited,RAMCOIND,,,,,,
Ramco Systems Limited,RAMCOSYS,,,,,,
Ramky Infrastructure Limited,RAMKY,,,,,,
Ram Ratna Wires Limited,RAMRAT,,,,,,
Rana Sugars Limited,RANASUG,,,,,,
Rane Holdings Limited,RANEHOLDIN,,,,,,
Rategain Travel Technologies Limited,RATEGAIN,,,,,,
Ratnamani Metals & Tubes Limited,RATNAMANI,,,,,,
Ratnaveer Precision Engineering Limited,RATNAVEER,,,,,,
Raymond Limited,RAYMOND,,,,,,
Raymond Lifestyle Limited,RAYMONDLSL,,,,,,
Raymond Realty Limited,RAYMONDREL,,,,,,
Restaurant Brands Asia Limited,RBA,,,,,,
RBL Bank Limited,RBLBANK,,,,,,
RBZ Jewellers Limited,RBZJEWEL,,,,,,
Rashtriya Chemicals and Fertilizers Limited,RCF,,,,,,
Reliance Communications Limited,RCOM,,,,,,
REC Limited,RECLTD,,,,,,
Redington Limited,REDINGTON,,,,,,
Redtape Limited,REDTAPE,,,,,,
Refex Industries Limited,REFEX,,,,,,
Regaal Resources Limited,REGAAL,,,,,,
Regency Ceramics Limited,REGENCERAM,,,,,,
Relaxo Footwears Limited,RELAXO,,,,,,
Reliance Chemotex Industries Limited,RELCHEMQ,,,,,,
Reliable Data Services Limited,RELIABLE,,,,,,
Reliance Industries Limited,RELIANCE,,,,,,
Religare Enterprises Limited,RELIGARE,,,,,,
Ravindra Energy Limited,RELTD,,,,,,
Ravindra Energy Ltd-RE,RELTD-RE,,,,,,
Remsons Industries Limited,REMSONSIND,,,,,,
Shree Renuka Sugars Limited,RENUKA,,,,,,
Repco Home Finance Limited,REPCOHOME,,,,,,
Rudrabhishek Enterprises Limited,REPL,,,,,,
Repro India Limited,REPRO,,,,,,
Responsive Industries Limited,RESPONIND,,,,,,
JHS Svendgaard Retail Ventures Limited,RETAIL,,,,,,
Renaissance Global Limited,RGL,,,,,,
Rhetan TMT Limited,RHETAN,,,,,,
Reliance Home Finance Limited,RHFL,,,,,,
RHI MAGNESITA INDIA LIMITED,RHIM,,,,,,
Robust Hotels Limited,RHL,,,,,,
Rico Auto Industries Limited,RICOAUTO,,,,,,
Reliance Industrial Infrastructure Limited,RIIL,,,,,,
Rishabh Instruments Limited,RISHABH,,,,,,
Ritco Logistics Limited,RITCO,,,,,,
RITES Limited,RITES,,,,,,
Ravi Kumar Distilleries Limited,RKDL,,,,,,
RKEC Projects Limited,RKEC,,,,,,
Ramkrishna Forgings Limited,RKFORGE,,,,,,
R K Swamy Limited,RKSWAMY,,,,,,
RMC Switchgears Limited,RMC,,,,,,
R M Drip and Sprinklers Systems Limited,RMDRIP,,,,,,
Rane (Madras) Limited,RML,,,,,,
R&B Denims Limited,RNBDENIMS,,,,,,
Royal Orchid Hotels Limited,ROHLTD,,,,,,
Rolex Rings Limited,ROLEXRINGS,,,,,,
Rollatainers Limited,ROLLT,,,,,,
Raj Oil Mills Limited,ROML,,,,,,
Rossari Biotech Limited,ROSSARI,,,,,,
Rossell India Limited,ROSSELLIND,,,,,,
Rossell Techsys Limited,ROSSTECH,,,,,,
Roto Pumps Limited,ROTO,,,,,,
ROUTE MOBILE LIMITED,ROUTE,,,,,,
Raghav Productivity Enhancers Limited,RPEL,,,,,,
RPG Life Sciences Limited,RPGLIFE,,,,,,
Reliance Power Limited,RPOWER,,,,,,
R.P.P. Infra Projects Limited,RPPINFRA,,,,,,
Rajshree Polypack Limited,RPPL,,,,,,
RPSG VENTURES LIMITED,RPSGVENT,,,,,,
Rashi Peripherals Limited,RPTECH,,,,,,
RRIL Limited,RRIL,,,,,,
R R Kabel Limited,RRKABEL,,,,,,
RSD Finance Limited,RSDFIN,,,,,,
Rajputana Stainless Limited,RSL,,,,,,
R. S. Software (India) Limited,RSSOFTWARE,,,,,,
RSWM Limited,RSWM,,,,,,
R Systems International Limited,RSYSTEMS,,,,,,
RattanIndia Enterprises Limited,RTNINDIA,,,,,,
RattanIndia Power Limited,RTNPOWER,,,,,,
Rubfila International Limited,RUBFILA,,,,,,
Rubicon Research Limited,RUBICON,,,,,,
The Ruby Mills Limited,RUBYMILLS,,,,,,
Ruchi Infrastructure Limited,RUCHINFRA,,,,,,
Ruchira Papers Limited,RUCHIRA,,,,,,
Rudra Global Infra Products Limited,RUDRA,,,,,,
Rupa & Company Limited,RUPA,,,,,,
Rushil Decor Limited,RUSHIL,,,,,,
Keystone Realtors Limited,RUSTOMJEE,,,,,,
Ravinder Heights Limited,RVHL,,,,,,
Rail Vikas Nigam Limited,RVNL,,,,,,
Revathi Equipment India Limited,RVTH,,,,,,
S&S Power Switchgears Limited,S&SPOWER,,,,,,
Saatvik Green Energy Limited,SAATVIKGL,,,,,,
Sab Events & Governance Now Media Limited,SABEVENTS,,,,,,
Sadbhav Engineering Limited,SADBHAV,,,,,,
Sadbhav Infrastructure Project Limited,SADBHIN,,,,,,
Sadhana Nitrochem Limited,SADHNANIQ,,,,,,
Safari Industries (India) Limited,SAFARI,,,,,,
Sagardeep Alloys Limited,SAGARDEEP,,,,,,
Sagar Cements Limited,SAGCEM,,,,,,
SAGILITY LIMITED,SAGILITY,,,,,,
Shalibhadra Finance Limited,SAHLIBHFI,,,,,,
Sahyadri Industries Limited,SAHYADRI,,,,,,
Steel Authority of India Limited,SAIL,,,,,,
Sai Life Sciences Limited,SAILIFE,,,,,,
Sai Parenterals Limited,SAIPARENT,,,,,,
Sakar Healthcare Limited,SAKAR,,,,,,
Sakthi Sugars Limited,SAKHTISUG,,,,,,
Saksoft Limited,SAKSOFT,,,,,,
Sakuma Exports Limited,SAKUMA,,,,,,
Salasar Techno Engineering Limited,SALASAR,,,,,,
Salona Cotspin Limited,SALONA,,,,,,
S.A.L. Steel Limited,SALSTEEL,,,,,,
Salzer Electronics Limited,SALZERELEC,,,,,,
Sambhaav Media Limited,SAMBHAAV,,,,,,
Sambhv Steel Tubes Limited,SAMBHV,,,,,,
Samhi Hotels Limited,SAMHI,,,,,,
Sammaan Capital Limited,SAMMAANCAP,,,,,,
Sampann Utpadan India Limited,SAMPANN,,,,,,
Sanathan Textiles Limited,SANATHAN,,,,,,
The Sandesh Limited,SANDESH,,,,,,
Sandhar Technologies Limited,SANDHAR,,,,,,
Sandur Manganese & Iron Ores Limited,SANDUMA,,,,,,
Sangam (India) Limited,SANGAMIND,,,,,,
Sanghvi Movers Limited,SANGHVIMOV,,,,,,
Sanginita Chemicals Limited,SANGINITA,,,,,,
Sanofi India Limited,SANOFI,,,,,,
Sanofi Consumer Healthcare India Limited,SANOFICONR,,,,,,
Sansera Engineering Limited,SANSERA,,,,,,
Sanstar Limited,SANSTAR,,,,,,
Sanwaria Consumer Limited,SANWARIA,,,,,,
Sapphire Foods India Limited,SAPPHIRE,,,,,,
Shree Ajit Pulp & Paper Limited,SAPPL,,,,,,
Sarda Energy & Minerals Limited,SARDAEN,,,,,,
Saregama India Limited,SAREGAMA,,,,,,
Sarla Performance Fibers Limited,SARLAPOLY,,,,,,
Sarveshwar Foods Limited,SARVESHWAR,,,,,,
Sasken Technologies Limited,SASKEN,,,,,,
Satia Industries Limited,SATIA,,,,,,
Satin Creditcare Network Limited,SATIN,,,,,,
Saurashtra Cement Limited,SAURASHCEM,,,,,,
Sayaji Hotels Limited,SAYAJIHOTL,,,,,,
SBC Exports Limited,SBC,,,,,,
Shivalik Bimetal Controls Limited,SBCL,,,,,,
SBFC Finance Limited,SBFC,,,,,,
Suratwwala Business Group Limited,SBGLP,,,,,,
SBI Cards and Payment Services Limited,SBICARD,,,,,,
SBI Life Insurance Company Limited,SBILIFE,,,,,,
State Bank of India,SBIN,,,,,,
Scan Steels Limited,SCANSTL,,,,,,
Schaeffler India Limited,SCHAEFFLER,,,,,,
S Chand And Company Limited,SCHAND,,,,,,
Schneider Electric Infrastructure Limited,SCHNEIDER,,,,,,
Shipping Corporation Of India Limited,SCI,,,,,,
Shipping Corporation of India Land and Assets Limited,SCILAL,,,,,,
Scoda Tubes Limited,SCODATUBES,,,,,,
Sheetal Cool Products Limited,SCPL,,,,,,
Som Distilleries & Breweries Limited,SDBL,,,,,,
Seamec Limited,SEAMECLTD,,,,,,
SecMark Consultancy Limited,SECMARK,,,,,,
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,,,,,,
SEDEMAC Mechatronics Limited,SEDEMAC,,,,,,
Shanti Educational Initiatives Limited,SEIL,,,,,,
Sejal Glass Limited,SEJALLTD,,,,,,
SEL Manufacturing Company Limited,SELMC,,,,,,
Semac Construction Limited,SEMAC,,,,,,
Senco Gold Limited,SENCO,,,,,,
Senores Pharmaceuticals Limited,SENORES,,,,,,
SEPC Limited,SEPC,,,,,,
Servotech Renewable Power System Limited,SERVOTECH,,,,,,
Seshasayee Paper and Boards Limited,SESHAPAPER,,,,,,
Setco Automotive Limited,SETCO,,,,,,
Standard Engineering Technology Limited,SETL,,,,,,
Setubandhan Infrastructure Limited,SETUINFRA,,,,,,
Seya Industries Limited,SEYAIND,,,,,,
Sheela Foam Limited,SFL,,,,,,
SG Finserve Limited,SGFIN,,,,,,
Synergy Green Industries Limited,SGIL,,,,,,
STL Global Limited,SGL,,,,,,
SG Mart Limited,SGMART,,,,,,
Shadowfax Technologies Limited,SHADOWFAX,,,,,,
Shah Metacorp Limited,SHAH,,,,,,
Shah Metacorp Ltd-RE,SHAH-RE1,,,,,,
Shah Alloys Limited,SHAHALLOYS,,,,,,
Shaily Engineering Plastics Limited,SHAILY,,,,,,
Shakti Pumps (India) Limited,SHAKTIPUMP,,,,,,
Shalby Limited,SHALBY,,,,,,
Shalimar Paints Limited,SHALPAINTS,,,,,,
Shankara Building Products Limited,SHANKARA,,,,,,
Shanti Overseas (India) Limited,SHANTI,,,,,,
Shanthi Gears Limited,SHANTIGEAR,,,,,,
Shanti Gold International Limited,SHANTIGOLD,,,,,,
Sharda Cropchem Limited,SHARDACROP,,,,,,
Sharda Motor Industries Limited,SHARDAMOTR,,,,,,
Shardul Securities Limited,SHARDUL,,,,,,
Share India Securities Limited,SHAREINDIA,,,,,,
Shri Bajrang Alliance Limited,SHBAJRG,,,,,,
Shekhawati Industries Limited,SHEKHAWATI,,,,,,
Shemaroo Entertainment Limited,SHEMAROO,,,,,,
Shilchar Technologies Limited,SHILCTECH,,,,,,
Shilpa Medicare Limited,SHILPAMED,,,,,,
Sharat Industries Limited,SHINDL,,,,,,
Shivalik Rasayan Limited,SHIVALIK,,,,,,
Shivam Autotech Limited,SHIVAMAUTO,,,,,,
Shiva Mills Limited,SHIVAMILLS,,,,,,
Shiva Texyarn Limited,SHIVATEX,,,,,,
Shiv Aum Steels Limited,SHIVAUM,,,,,,
S H Kelkar and Company Limited,SHK,,,,,,
Shoppers Stop Limited,SHOPERSTOP,,,,,,
Shradha Realty Limited,SHRADHA,,,,,,
Shree Digvijay Cement Co.Ltd,SHREDIGCEM,,,,,,
SHREE CEMENT LIMITED,SHREECEM,,,,,,
Shreeji Shipping Global Limited,SHREEJISPG,,,,,,
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,,,,,,
Shree Rama Multi-Tech Limited,SHREERAMA,,,,,,
Shrenik Limited,SHRENIK,,,,,,
Shreyans Industries Limited,SHREYANIND,,,,,,
Shri Krishna Devcon Limited,SHRIKRISH,,,,,,
Shringar House of Mangalsutra Limited,SHRINGARMS,,,,,,
Shriram Pistons & Rings Limited,SHRIPISTON,,,,,,
Shriram Finance Limited,SHRIRAMFIN,,,,,,
Shriram Properties Limited,SHRIRAMPPS,,,,,,
Shyam Century Ferrous Limited,SHYAMCENT,,,,,,
Shyam Metalics and Energy Limited,SHYAMMETL,,,,,,
Shyam Telecom Limited,SHYAMTEL,,,,,,
Sicagen India Limited,SICAGEN,,,,,,
Sical Logistics Limited,SICALLOG,,,,,,
Siemens Limited,SIEMENS,,,,,,
Sigachi Industries Limited,SIGACHI,,,,,,
Signet Industries Limited,SIGIND,,,,,,
Sigma Solve Limited,SIGMA,,,,,,
SIGMA ADVANCED SYSTEMS LIMITED,SIGMAADV,,,,,,
Signatureglobal (India) Limited,SIGNATURE,,,,,,
Signpost India Limited,SIGNPOST,,,,,,
Sika Interplant Systems Limited,SIKA,,,,,,
Sikko Industries Limited,SIKKO,,,,,,
Standard Industries Limited,SIL,,,,,,
Silgo Retail Limited,SILGO,,,,,,
SIL Investments Limited,SILINV,,,,,,
Silly Monks Entertainment Limited,SILLYMONKS,,,,,,
Silver Touch Technologies Limited,SILVERTUC,,,,,,
Simbhaoli Sugars Limited,SIMBHALS,,,,,,
Simplex Infrastructures Limited,SIMPLEXINF,,,,,,
Sinclairs Hotels Limited,SINCLAIR,,,,,,
Sindhu Trade Links Limited,SINDHUTRAD,,,,,,
Singer India Limited,SINGERIND,,,,,,
Sintercom India Limited,SINTERCOM,,,,,,
Sirca Paints India Limited,SIRCA,,,,,,
SIS LIMITED,SIS,,,,,,
Siti Networks Limited,SITINET,,,,,,
Siyaram Silk Mills Limited,SIYSIL,,,,,,
S.J.S. Enterprises Limited,SJS,,,,,,
SJVN Limited,SJVN,,,,,,
SKF India Limited,SKFINDIA,,,,,,
SKF India (Industrial) Limited,SKFINDUS,,,,,,
Skipper Limited,SKIPPER,,,,,,
SKM Egg Products Export (India) Limited,SKMEGGPROD,,,,,,
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD,,,,,,
Smartlink Holdings Limited,SMARTLINK,,,,,,
Smartworks Coworking Spaces Limited,SMARTWORKS,,,,,,
SMC Global Securities Limited,SMCGLOBAL,,,,,,
SML Mahindra Limited,SMLMAH,,,,,,
Sarthak Metals Limited,SMLT,,,,,,
SMS Pharmaceuticals Limited,SMSPHARMA,,,,,,
Snowman Logistics Limited,SNOWMAN,,,,,,
Sobha Limited,SOBHA,,,,,,
Softtech Engineers Limited,SOFTTECH,,,,,,
Solara Active Pharma Sciences Limited,SOLARA,,,,,,
Solar Industries India Limited,SOLARINDS,,,,,,
Solarworld Energy Solutions Limited,SOLARWORLD,,,,,,
Solex Energy Limited,SOLEX,,,,,,
Somany Ceramics Limited,SOMANYCERA,,,,,,
Soma Textiles & Industries Limited,SOMATEX,,,,,,
Somi Conveyor Beltings Limited,SOMICONVEY,,,,,,
Sona BLW Precision Forgings Limited,SONACOMS,,,,,,
Sonal Mercantile Limited,SONAL,,,,,,
SONAM LIMITED,SONAMLTD,,,,,,
Sonata Software Limited,SONATSOFTW,,,,,,
Savita Oil Technologies Limited,SOTL,,,,,,
The South Indian Bank Limited,SOUTHBANK,,,,,,
South West Pinnacle Exploration Limited,SOUTHWEST,,,,,,
S. P. Apparels Limited,SPAL,,,,,,
Spandana Sphoorty Financial Limited,SPANDANA,,,,,,
Sun Pharma Advanced Research Company Limited,SPARC,,,,,,
Spacenet Enterprises India Limited,SPCENET,,,,,,
Speciality Restaurants Limited,SPECIALITY,,,,,,
Spectrum Electrical Industries Limited,SPECTRUM,,,,,,
Spencer's Retail Limited,SPENCERS,,,,,,
Southern Petrochemicals Industries Corporation  Limited,SPIC,,,,,,
SPL Industries Limited,SPLIL,,,,,,
Supreme Petrochem Limited,SPLPETRO,,,,,,
SPML Infra Limited,SPMLINFRA,,,,,,
Sportking India Limited,SPORTKING,,,,,,
Shankar Lal Rampal Dye-Chem Limited,SRD,,,,,,
Sreeleathers Limited,SREEL,,,,,,
SRF Limited,SRF,,,,,,
SRG Housing Finance Limited,SRGHFL,,,,,,
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,,,,,,
SRM Contractors Limited,SRM,,,,,,
Shree Ram Twistex Limited,SRTL,,,,,,
Saraswati Saree Depot Limited,SSDL,,,,,,
Steel Strips Wheels Limited,SSWL,,,,,,
Stallion India Fluorochemicals Limited,STALLION,,,,,,
Stanley Lifestyles Limited,STANLEY,,,,,,
Strides Pharma Science Limited,STAR,,,,,,
Star Cement Limited,STARCEMENT,,,,,,
Star Health and Allied Insurance Company Limited,STARHEALTH,,,,,,
Star Paper Mills Limited,STARPAPER,,,,,,
Starteck Finance Limited,STARTECK,,,,,,
The State Trading Corporation of India Limited,STCINDIA,,,,,,
Steelcast Limited,STEELCAS,,,,,,
Steel City Securities Limited,STEELCITY,,,,,,
STEEL EXCHANGE INDIA LIMITED,STEELXIND,,,,,,
Stel Holdings Limited,STEL,,,,,,
Sterling Tools Limited,STERTOOLS,,,,,,
STL Networks Limited,STLNETWORK,,,,,,
Sterlite Technologies Limited,STLTECH,,,,,,
Stove Kraft Limited,STOVEKRAFT,,,,,,
Studds Accessories Limited,STUDDS,,,,,,
Seshaasai Technologies Limited,STYL,,,,,,
Stylam Industries Limited,STYLAMIND,,,,,,
Baazar Style Retail Limited,STYLEBAAZA,,,,,,
Styrenix Performance Materials Limited,STYRENIX,,,,,,
Subex Limited,SUBEXLTD,,,,,,
Subros Limited,SUBROS,,,,,,
Sudarshan Colorants India Limited,SUDARCOLOR,,,,,,
Sudarshan Chemical Industries Limited,SUDARSCHEM,,,,,,
Sudeep Pharma Limited,SUDEEPPHRM,,,,,,
Sukhjit Starch & Chemicals Limited,SUKHJITS,,,,,,
Sula Vineyards Limited,SULA,,,,,,
Sumeet Industries Limited-RE,SUMEET-RE,,,,,,
Sumeet Industries Limited,SUMEETINDS,,,,,,
Sumitomo Chemical India Limited,SUMICHEM,,,,,,
Sumit Woods Limited,SUMIT,,,,,,
Summit Securities Limited,SUMMITSEC,,,,,,
Sundaram Clayton Limited,SUNCLAY,,,,,,
Sundaram Multi Pap Limited,SUNDARAM,,,,,,
Sundaram Finance Limited,SUNDARMFIN,,,,,,
Sundaram Brake Linings Limited,SUNDRMBRAK,,,,,,
Sundram Fasteners Limited,SUNDRMFAST,,,,,,
Sundrop Brands Limited,SUNDROP,,,,,,
Sunflag Iron And Steel Company Limited,SUNFLAG,,,,,,
Sun Pharmaceutical Industries Limited,SUNPHARMA,,,,,,
Sunteck Realty Limited,SUNTECK,,,,,,
Sun TV Network Limited,SUNTV,,,,,,
Superhouse Limited,SUPERHOUSE,,,,,,
Super Spinning Mills Limited,SUPERSPIN,,,,,,
Suprajit Engineering Limited,SUPRAJIT,,,,,,
Supreme Holdings & Hospitality (India) Limited,SUPREME,,,,,,
Supreme Engineering Limited,SUPREMEENG,,,,,,
Supreme Industries Limited,SUPREMEIND,,,,,,
Supreme Infrastructure India Limited,SUPREMEINF,,,,,,
Supriya Lifescience Limited,SUPRIYA,,,,,,
Suraj Estate Developers Limited,SURAJEST,,,,,,
Suraj Limited,SURAJLTD,,,,,,
Suraksha Diagnostic Limited,SURAKSHA,,,,,,
Surana Solar Limited,SURANASOL,,,,,,
Surana Telecom and Power Limited,SURANAT&P,,,,,,
Suryalata Spinning Mills Limited,SURYALA,,,,,,
Suryalakshmi Cotton Mills Limited,SURYALAXMI,,,,,,
Surya Roshni Limited,SURYAROSNI,,,,,,
Suryoday Small Finance Bank Limited,SURYODAY,,,,,,
Sutlej Textiles and Industries Limited,SUTLEJTEX,,,,,,
Suven Life Sciences Limited,SUVEN,,,,,,
Suvidhaa Infoserve Limited,SUVIDHAA,,,,,,
Suyog Telematics Limited,SUYOG,,,,,,
Suzlon Energy Limited,SUZLON,,,,,,
Shree Vasu Logistics Limited,SVLL,,,,,,
SVP GLOBAL TEXTILES LIMITED,SVPGLOB,,,,,,
SWAN CORP LIMITED,SWANCORP,,,,,,
Swan Defence and Heavy Industries Limited,SWANDEF,,,,,,
Swaraj Engines Limited,SWARAJENG,,,,,,
Swelect Energy Systems Limited,SWELECTES,,,,,,
Swiggy Limited,SWIGGY,,,,,,
Sterling and Wilson Renewable Energy Limited,SWSOLAR,,,,,,
Symphony Limited,SYMPHONY,,,,,,
Syncom Formulations (India) Limited,SYNCOMF,,,,,,
Syngene International Limited,SYNGENE,,,,,,
Syrma SGS Technology Limited,SYRMA,,,,,,
Systematix Corporate Services Limited,SYSTMTXC,,,,,,
Taal Tech Limited,TAALTECH,,,,,,
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,,,,,,
Taj GVK Hotels & Resorts Limited,TAJGVK,,,,,,
Take Solutions Limited,TAKE,,,,,,
Talbros Automotive Components Limited,TALBROAUTO,,,,,,
Tamboli Industries Limited,TAMBOLIIN,,,,,,
Tanla Platforms Limited,TANLA,,,,,,
Tara Chand InfraLogistic Solutions Limited,TARACHAND,,,,,,
Tarapur Transformers Limited,TARAPUR,,,,,,
TARC Limited,TARC,,,,,,
Transformers And Rectifiers (India) Limited,TARIL,,,,,,
Tarmat Limited,TARMAT,,,,,,
Tarsons Products Limited,TARSONS,,,,,,
Tasty Bite Eatables Limited,TASTYBITE,,,,,,
Tata Capital Limited,TATACAP,,,,,,
Tata Chemicals Limited,TATACHEM,,,,,,
Tata Communications Limited,TATACOMM,,,,,,
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,,,,,,
Tata Elxsi Limited,TATAELXSI,,,,,,
Tata Investment Corporation Limited,TATAINVEST,,,,,,
Tata Power Company Limited,TATAPOWER,,,,,,
Tata Steel Limited,TATASTEEL,,,,,,
Tata Technologies Limited,TATATECH,,,,,,
Tatva Chintan Pharma Chem Limited,TATVA,,,,,,
TBO Tek Limited,TBOTEK,,,,,,
Tribhovandas Bhimji Zaveri Limited,TBZ,,,,,,
TCC Concept Limited,TCC,,,,,,
Transport Corporation of India Limited,TCI,,,,,,
TCI Express Limited,TCIEXP,,,,,,
TCI Finance Limited,TCIFINANCE,,,,,,
TCPL Packaging Limited,TCPLPACK,,,,,,
Tata Consultancy Services Limited,TCS,,,,,,
TD Power Systems Limited,TDPOWERSYS,,,,,,
Team India Guaranty Limited,TEAMGTY,,,,,,
Teamlease Services Limited,TEAMLEASE,,,,,,
Tech Mahindra Limited,TECHM,,,,,,
Techno Electric & Engineering Company Limited,TECHNOE,,,,,,
TechNVision Ventures Limited,TECHNVISN,,,,,,
TECIL Chemicals and Hydro Power Limited,TECILCHEM,,,,,,
Tega Industries Limited,TEGA,,,,,,
Tejas Networks Limited,TEJASNET,,,,,,
Tembo Global Industries Limited,TEMBO,,,,,,
Tenneco Clean Air India Limited,TENNIND,,,,,,
Tera Software Limited,TERASOFT,,,,,,
Texmaco Infrastructure & Holdings Limited,TEXINFRA,,,,,,
Texmo Pipes and Products Limited,TEXMOPIPES,,,,,,
Texmaco Rail & Engineering Limited,TEXRAIL,,,,,,
Tourism Finance Corporation of India Limited,TFCILTD,,,,,,
Transwarranty Finance Limited,TFL,,,,,,
TGB Banquets And Hotels Limited,TGBHOTELS,,,,,,
Thacker & Company Limited,THACKER,,,,,,
Thakkers Developers Limited,THAKDEV,,,,,,
Thangamayil Jewellery Limited,THANGAMAYL,,,,,,
The Investment Trust Of India Limited,THEINVEST,,,,,,
Thejo Engineering Limited,THEJO,,,,,,
Leela Palaces Hotels & Resorts Limited,THELEELA,,,,,,
